Year-Month, Counts, Total
2023-01,37,
2023-02,423
2023-03,1390
2023-04,490
2023-05,267
2023-06,624
2023-07,567
2023-08,1317
2023-09,1071,2506402
2023-10,854,2898467
2023-11,950,2898467
2023-12,695,3784492
2024-01,1209,5412387
2024-02,1265,3056601
2024-03,1385
2024-04,1585
